Date,Company,open,High,low,Close ,volume
21-10-2019 00:00,MSFT,183.94,185.08,183.13,184.58,83504642
17-06-2024 00:00,AMZN,292.07,294.75,290.59,293.38,84629124
12-07-2019 00:00,MSFT,172.59,173.91,170.85,172.85,69602176
04-03-2021 00:00,GOOGL,182.6,182.8,180.61,182.36,42721450
21-02-2024 00:00,AMZN,319.34,321.23,316.52,317.58,40756930
05-10-2020 00:00, GOOGL ,174.99,175.21,173.5,175.1,89637923
02-05-2024 00:00,MSFT,108.12,110.38,107.52,108.56,81475114
18-11-2025 00:00,GOOGL,259.68,265.25,258.24,261.31,68188335
12-10-2023 00:00,GOOGL,222.03,224.07,221.4,221.65,63053529
03-01-2020 00:00,MSFT,175.44,177.91,175.07,176,52915976
03-12-2025 00:00,AAPL,43.83,44.06,42.91,43.49,43703219
05-02-2024 00:00,GOOGL,217.66,219.74,216.69,218.49,34381829
10-07-2023 00:00,AMZN,343.22,346.84,336.82,344.03,49611898
08-12-2021 00:00,GOOGL,269.41,274.28,266.36,268.63,34517467
03-06-2021 00:00,AMZN,358.95,363.49,357.25,361.39,48751822
10-11-2023 00:00,TSLA,88.39,88.99,88.28,88.95,27341683
17-06-2019 00:00,GOOGL,141.82,,140.59,141.1,88014697
21-06-2024 00:00,MSFT,92.85,94.03,92.53,93.17,95490965
15-01-2025 00:00,AAPL,63.04,63.88,62.72,63.41,64668693
23-09-2020 00:00,MSFT,227.35,232.35,225.03,228.5,47306687
19-07-2023 00:00,AMZN,356.9,362,352.63,354.21,
30-01-2024 00:00,GOOGL,219.15,222.86,218.43,219.78,76135647
27-05-2025 00:00,TSLA,269.86,273.76,268.95,271.8,93701416
09-11-2022 00:00,MSFT,125.15,126.13,123.65,125.77,94683152
03-10-2019 00:00,AMZN,138.1,139.48,136.82,137.85,42883577
31-01-2022 00:00,AAPL,38.17,38.24,37.84,38.14,47997348
29-04-2020 00:00,TSLA,232.31,232.56,229.13,231.41,61406756
02-07-2021 00:00,GOOGL,185.1,185.2,183.58,184.76,85510767
29-12-2021 00:00,AMZN,293.33,295.53,293.33,293.75,57206820
25-03-2022 00:00,MSFT,137.03,137.35,135.98,136.65,36929836
30-12-2020 00:00,amzn,389.26,389.57,383.13,386.71,34452364
18-11-2019 00:00,AAPL,64.84,65.33,64.67,64.78,61196309
10-06-2020 00:00,GOOGL,,163.7,162,162.93,52799868
11-09-2019 00:00,TSLA,133.59,133.63,131.33,133.53,98779311
29-10-2020 00:00,AMZN,325.35,328.2,324.57,327.39,32101371
02-01-2020 00:00,TSLA,190.91,194.68,189.49,193.96,56697941
01-01-2020 00:00,GOOGL,138.28,138.34,136.96,138.25,94792193
20-04-2020 00:00,TSLA,233.62,234.9,232.64,233.06,62482619
24-07-2019 00:00,MSFT,165.1,168.97,163.45,165.38,35167896
24-06-2026 00:00,MSFT,106.29,107,105.03,106.06,29490361
22-06-2022 00:00,MSFT,147.3,147.74,145.43,146.88,95829689
02-06-2025,MSFT,138.65,139.26,137.36,138.33,54057962
17-08-2020 00:00,MSFT,188.48,189.57,185.36,189.01,40354049
15-09-2025 00:00,MSFT,136.56,137.88,136.01,137.2,
23-02-2021 00:00,TSLA,299.57,305.04,296.27,299.15,61533249
05-08-2022,TSLA,138.03,140.32,137.04,138.61,55305432
06-08-2019 00:00,TSLA,121.26,,120.2,121.91,69656472
10-09-2025 00:00,AMZN,175.36,177.41,174.84,176.57,91797172
03-04-2026 00:00,AAPL,,43.96,43.31,43.53,46699544
23-09-2021 00:00,AAPL,43.8,44.07,43.51,43.59,42258974
01-11-2022 00:00,GOOGL,194.36,,193.78,195.05,70187414
09-04-2020 00:00,GOOGL,148.27,150.5,147.41,149.04,84101207
05-02-2021 00:00,AMZN,381.07,387.42,380.78,382.2,43075521
12-01-2026 00:00,TSLA,228.33,231.26,227.82,230.49,72470174
18-08-2023 00:00,GOOGL,203.3,205.2,203.29,203.87,30607532
27-06-2024 00:00,AAPL,64.17,65.13,63.6,64.46,87492445
02-09-2021 00:00,AMZN,354.32,359.01,354.22,357.14,72737860
24-02-2025 00:00,MSFT,143.63,145.43,141.91,142.36,93653952
17-05-2021 00:00,AAPL,48.28,,48.13,48.13,73771965
27-12-2022 00:00,MSFT,110.94,111.38,109.57,110.69,42190920
01-11-2021 00:00,GOOGL,269.68,274.39,268.11,269.67,31501200
15-03-2021 00:00,AAPL,38.37,38.78,38.21,38.59,35132294
03-02-2025 00:00,aapl,68.24,68.4,67.19,67.86,91703384
10-04-2023 00:00,TSLA,101.39,101.52,99.45,101.12,43434243
20-04-2021 00:00,AAPL,47.72,47.85,47.32,47.38,63908198
14-10-2020 00:00,MSFT,242.45,245.98,,243.53,38872956
14-11-2025 00:00,AMZN,171.92,174.87,171.55,172.4,60477144
08-02-2019 00:00,TSLA,181.65,182.49,179.18,181.74,55067060
13-09-2021 00:00,MSFT,195.23,196.25,193.54,194.06,94425382
20-09-2021 00:00,tsla,234.7,235.13,231.64,233.21,49896272
22-03-2024 00:00,TSLA,79.35,80.95,78.94,79.99,40879096
10-06-2020 00:00,MSFT,223.51,224.62,222.06,222.31,37495504
22-05-2020 00:00,GOOGL,165.44,167.17,164.94,166.02,52721043
01-05-2020 00:00, MSFT ,196.21,196.81,193.59,,
13-12-2021 00:00,GOOGL,266.13,266.4,264.84,266.18,67308571
12-07-2023 00:00,AMZN,327.21,331.28,323.64,330.99,73154446
26-03-2025 00:00,AMZN,205.54,209.25,203.51,204.35,66657396
05-09-2025 00:00,TSLA,244.59,247.08,241.65,243.07,74290231
26-05-2023 00:00,GOOGL,181.6,184.26,180.01,183.26,32602221
15-03-2023 00:00,AMZN,287.97,291.1,281.95,287.14,38817490
12-06-2025 00:00,TSLA,285.5,288.06,280.69,281.53,20833766
21-05-2021 00:00,AMZN,377.55,379.18,376.73,376.83,55944028
17-02-2023 00:00,AAPL,53.82,54.25,53.73,54.11,72923355
09-02-2021,AMZN,385.48,392.3,381.7,385.16,74583107
30-09-2021 00:00, TSLA ,233.69,236.45,232.2,232.41,38594405
22-04-2020 00:00, AMZN ,252.71,254.47,251.78,252.34,32515181
27-02-2024 00:00,AMZN,309.92,311.08,307.2,310.41,30602181
14-03-2023 00:00,TSLA,113.64,114.64,112.44,113.52,49432471
10-12-2020 00:00,TSLA,321.48,322.67,321.31,322.56,84205421
24-10-2024 00:00,TSLA,126.77,127.14,125.66,-127.1,
18-05-2022 00:00,GOOGL,256.95,257.65,253.49,255.84,88941628
25-11-2019 00:00,AAPL,65.73,66.01,65.51,65.99,79486702
31-05-2021 00:00,AMZN,385.68,388.11,382.51,384.77,86195732
17-03-2026 00:00,MSFT,99.79,100.86,99.46,100.04,32080007
16-06-2023 00:00,AAPL,54.93,55.57,54.41,54.85,84260467
16-12-2022 00:00,MSFT,104.29,104.49,102.51,103.53,39201725
05-03-2020 00:00,AAPL,70.97,71.76,70.9,71.2,85671916
14-10-2021 00:00,TSLA,257.43,,257.39,258.37,94090838
16-01-2020 00:00,AMZN,211.33,211.83,210.43,210.51,79383729
22-10-2025 00:00,MSFT,149.51,150.74,148.15,148.76,46830206
16-03-2021 00:00,AMZN,393.75,397.2,391.11,396.45,35478666
29-03-2022 00:00,AMZN,254.04,,253.98,255,79619068
12-09-2024 00:00,MSFT,107.32,108.4,106.49,107.21,50833006
20-11-2025 00:00,TSLA,254.96,256.13,254.48,255.47,97155974
20-11-2020 00:00,MSFT,206.32,209,204.75,207.89,74494088
03-06-2020 00:00,amzn,255.75,257.83,255.67,255.99,41091704
22-02-2022 00:00,MSFT,141.82,143.68,141.13,142.04,39588116
22-03-2022 00:00,TSLA,184.33,187.62,183.47,185.78,28455632
15-11-2023 00:00,AMZN,383.23,392.42,380.51,387.15,89300379
04-12-2020 00:00,MSFT,230.92,232.89,228.72,230.59,38082856
12-07-2024 00:00,TSLA,85.35,85.37,84.49,85.05,63135226
26-04-2022 00:00, TSLA ,179,180.85,176.19,177.97,
11-06-2019 00:00,TSLA,144.36,145.6,143.69,143.75,88249318
27-07-2020 00:00,TSLA,224.86,225.67,222.05,224.54,42290849
04-07-2019 00:00,AMZN,110.82,111.07,110.23,110.73,91499243
01-11-2019 00:00,AAPL,62.44,63.21,61.84,62.39,60333319
02-04-2020 00:00,TSLA,210.59,211.27,208.77,209.58,66975233
17-04-2019 00:00,MSFT,153.42,153.72,153.13,153.67,77225866
24-01-2022 00:00,MSFT,151.53,151.98,149.57,151.88,57861038
26-06-2019 00:00,AMZN,111.23,111.96,110.53,111.27,56331170
30-01-2020 00:00,GOOGL,137.47,139,135.14,136.79,55532341
12-09-2023 00:00,AAPL,53.26,53.73,52.85,53.19,48219502
05-05-2021 00:00,AMZN,376.26,377.21,373.8,,71606316
28-04-2025 00:00,GOOGL,176.61,176.74,173.76,176.01,28444144
16-06-2025 00:00,TSLA,279.26,281.57,273.74,280.56,76309614
10-05-2024 00:00,MSFT,114.75,115.35,112.2,113.77,21222213
03-02-2020 00:00,AMZN,212.87,214.72,212.21,213.36,0
19-01-2021 00:00,AMZN,322.01,325.01,318.64,320.99,38391644
26-05-2025 00:00,TSLA,273.18,276.9,272.26,273.92,43237198
31-12-2020 00:00,TSLA,268.55,270.9,265.58,268.3,69903930
14-02-2019 00:00,MSFT,162.27,165.62,160.75,163.16,66075197
27-05-2019 00:00,AMZN,114.96,116.51,114.46,115.61,90014254
01-24-2020,AAPL,69.13,69.25,68.47,68.93,65206594
02-07-2020 00:00,MSFT,213.15,215.04,212.21,213.14,27682978
26-05-2026 00:00,AAPL,36.44,36.65,36.28,36.47,69063190
21-09-2022 00:00,AMZN,305,308.01,304.53,306.75,99593555
13-06-2024 00:00,MSFT,97.26,97.82,97.17,97.42,64758627
13-11-2025 00:00,tsla,288.36,289.33,281.48,286.7,21774707
11-08-2020 00:00,MSFT,184.15,186.05,182.81,185.07,56610547
18-06-2026 00:00,TSLA,237.97,240.53,237.18,237.74,40731942
16-09-2024 00:00,TSLA,105.31,106.78,105.13,105.77,32706446
18-09-2019 00:00,GOOGL,124.59,126.53,123,125.89,30073909
09-02-2021 00:00,AAPL,37.12,37.28,36.97,37.04,22451387
27-10-2021 00:00,AAPL,40.48,40.83,40.23,40.77,25664062
10-01-2024 00:00,AMZN,428.67,431.35,422.77,427.68,93499387
19-06-2020 00:00,AMZN,264.14,264.87,260.89,264.4,91397320
25-04-2023 00:00,AAPL,54.84,55.07,53.69,54.61,55812999
21-08-2024 00:00,AMZN,361.54,362.32,357.89,358.85,30216887
07-11-2019 00:00,AAPL,65.33,66.55,65.12,65.42,52815323
25-12-2020 00:00,GOOGL,179.9,180.97,,178.91,40695306
17-08-2022 00:00,AMZN,310.85,314.6,308.1,311.63,47413699
28-02-2023 00:00,AAPL,47.27,47.49,47.03,47.29,57711172
11-05-2022 00:00,AAPL,36.18,36.74,,36.25,54713826
31-12-2019 00:00,AAPL,68.61,69.06,67.78,68.06,21741212
04-06-2020 00:00,AAPL,56.05,57.21,55.69,56.5,89899419
12-08-2020 00:00,TSLA,226.08,228.15,224.98,225.27,24235066
25-01-2022 00:00,AMZN,273.74,274.82,269.58,272.87,78866709
09-07-2020 00:00,AAPL,52.25,52.55,51.89,52.19,80513441
28-07-2020 00:00,TSLA,234,235.33,231.8,232.3,40724020
08-11-2022 00:00,AMZN,338.6,339.12,333.97,336.57,50970540
01-05-2020,TSLA,246.86,248.77,245.07,246.64,35975238
14-03-2025 00:00,TSLA,200.05,201.2,198.7,201.06,25008309
07-11-2023 00:00,TSLA,,86.01,84.85,85.55,39298877
24-11-2022 00:00,TSLA,109.47,111.18,108.71,109.93,51521452
16-07-2020 00:00,MSFT,220.98,224.41,220,220.08,72888327
19-05-2025 00:00,TSLA,278.13,280.34,275.21,277.23,82145446
25-12-2020 00:00,TSLA,287.46,289.97,286.48,287.25,81582281
09-09-2025 00:00,GOOGL,177.93,179.96,177.87,179.39,25292165
11-07-2024 00:00,TSLA,84.97,86.65,84.26,85.13,48430205
07-09-2022 00:00,tsla,114.89,117.01,114.53,115.14,93369468
09-03-2022 00:00,AMZN,,224.63,220.06,224.17,63806422
02-02-2022 00:00,AAPL,38.13,38.2,37.82,37.88,97696765
15-04-2019 00:00,TSLA,189.47,190.65,189.46,190.27,
27-05-2024 00:00,MSFT,106.68,106.83,106.06,106.21,82808259
30-01-2026 00:00,TSLA,229.28,231.81,226.54,229.08,80436134
14-04-2026 00:00,TSLA,227.21,229.63,225.22,225.83,80728255
02-05-2019 00:00,GOOGL,115.01,116.31,113.97,115.9,44162872
25-08-2022 00:00,GOOGL,252.3,255.45,250.61,255.27,57447862
16-07-2024 00:00,MSFT,107.91,108.58,107.73,108.29,53072206
15-06-2020 00:00,MSFT,218.11,223.87,217.64,219.11,27896182
05-02-2019,AMZN,105.9,106.38,103.66,105.97,
25-06-2019 00:00,GOOGL,137.8,139.03,135.87,138.86,37150635
27-03-2023,AAPL,51.33,51.6,50.87,51.13,
12-07-2021 00:00,GOOGL,182.09,183.2,178.52,180.46,22941573
22-06-2021 00:00,GOOGL,176.89,177.81,175.07,177.22,54167422
27-11-2023 00:00,GOOGL,232.6,235.11,232.07,232.58,43526551
16-03-2026 00:00,MSFT,101.15,101.38,100.42,100.69,88164586
15-11-2023 00:00,TSLA,90.93,91.66,90.08,91.17,27223394
20-07-2021 00:00,MSFT,176.23,177.26,175.43,176.75,25300717
10-09-2024 00:00,AMZN,346.94,349.65,344.7,349.54,77536944
15-03-2022 00:00,TSLA,194.9,195.58,191.91,194.2,56510070
21-02-2019 00:00,MSFT,161.85,162.81,160.59,161.83,55368651
11-04-2024 00:00,MSFT,113.99,114.17,113.03,113.7,86438623
07-03-2019 00:00,TSLA,199.94,200.66,196.87,197.64,66298230
10-09-2019 00:00,GOOGL,128.93,130.83,127.88,128,78716963
03-06-2024 00:00,GOOGL,283.67,286.07,283.25,285.52,97611515
23-09-2019 00:00,GOOGL,120.86,122.08,120.23,120.88,46743964
28-12-2021 00:00,GOOGL,281.74,283.37,281.59,282.82,52254666
05-10-2021 00:00,msft,204.64,205.06,,204.59,68737242
21-10-2021 00:00,GOOGL,261.52,267.48,259.07,262.26,85786997
16-08-2022 00:00,TSLA,123.99,124.73,123.68,124.73,54875968
27-01-2022,MSFT,148.19,149.72,144.32,146.61,26292525
15-07-2021 00:00,AAPL,50.97,51.13,50.96,51.12,68878211
14-08-2024 00:00, MSFT ,103.92,104.33,102.98,103.37,80968867
18-06-2024 00:00,GOOGL,273.19,275.17,270.76,271.63,96787082
27-05-2022 00:00,GOOGL,262.83,263.52,261.32,262.38,78237747
16-01-2024,TSLA,89.18,90.35,87.86,89.35,91196059
04-09-2024 00:00,MSFT,106.56,1246.969981,105.58,107.07,78990953
05-01-2021 00:00,AMZN,348.14,352.22,347.28,348.34,33937026
02-08-2024 00:00,AAPL,65.17,65.99,65.15,65.4,73191533
05-02-2020 00:00,TSLA,203.92,206.21,203.42,204.07,21761283
25-07-2024 00:00,GOOGL,245.01,248.07,243.59,-246.33,33964889
12-01-2020,MSFT,222.77,223.77,219.74,,54157111
24-09-2019 00:00,AMZN,138.35,139.02,135.89,138.07,29286759
06-09-2024 00:00,googl,265.55,266.16,264.24,265.53,29521841
02-03-2023 00:00,AMZN,284.89,287.93,281.75,284.25,74175916
05-07-2024 00:00,TSLA,81.42,81.89,80.54,81.43,51602989
09-03-2021 00:00,GOOGL,180.67,181.61,180.16,180.97,26294165
03-12-2021 00:00,aapl,40.56,41.43,40.41,40.55,65125397
06-11-2023 00:00,AAPL,67.7,793.8646791,67.51,68.13,97717494
14-03-2022 00:00,AAPL,33.99,34.07,33.65,34,42345972
01-03-2019 00:00,AAPL,66.85,67.59,65.53,66.38,74861516
20-01-2020 00:00,AAPL,72.75,72.85,71.41,72.15,52810354
23-10-2023 00:00,MSFT,,95.02,93.72,94.48,81080316
30-10-2024 00:00,MSFT,130.67,131.96,,131.19,58396897
18-05-2026 00:00,AMZN,173.09,175.91,172.25,174.04,28121555
04-11-2025 00:00,TSLA,233.43,234.66,233.2,233.55,62090177
03-07-2023 00:00,TSLA,,92.56,91.42,92.52,84851680
17-04-2025 00:00,amzn,178.88,179.82,176.19,179.03,39801859
06-12-2019 00:00,AMZN,174.52,177.34,174.43,176.09,44679308
01-11-2019 00:00,AMZN,142.67,143.54,141.17,143.35,54065168
11-12-2023 00:00,AAPL,62.33,62.89,61.76,62.85,46045036
16-03-2023 00:00,GOOGL,213.77,213.95,212.23,213.35,75191568
16-07-2020 00:00,GOOGL,171.26,172.66,168.97,171.39,39967253
08-18-2023,MSFT,104.06,104.93,103.57,103.57,57269069
23-03-2021 00:00,AMZN,403.6,407.45,403.28,404.97,90193248
04-08-2023 00:00,AAPL,54.39,54.7,54.06,54.53,68587663
02-12-2019 00:00,TSLA,176.31,177.08,176.07,176.41,40541864
17-10-2022 00:00,MSFT,132.29,134.72,130.85,132.19,95697333
02-03-2022 00:00,AMZN,235.67,241.16,232.47,236.62,92816791
02-06-2026,AAPL,34.8,34.89,34.41,34.73,49663194
19-08-2019 00:00,MSFT,189.88,195.4,189.33,189.82,26391851
02-12-2019 00:00,AMZN,173.15,173.9,,173.16,35827792
01-05-2025 00:00,AAPL,67.78,68.08,67.13,67.92,27764251
20-05-2019 00:00,AAPL,74.61,75.28,74.23,74.64,70791396
27-11-2024 00:00,MSFT,135,136.32,134.74,135.34,45600958
13-01-2025 00:00,MSFT,135.27,136.91,134.41,135.34,63375581
13-07-2022 00:00,AAPL,39.85,40.04,39.64,39.81,76930065
31-10-2023 00:00, AAPL ,66.64,66.91,65.77,65.82,79858922
14-11-2023 00:00,TSLA,90.88,92.15,90.33,91.13,94735922
28-04-2026 00:00,GOOGL,421.08,425.25,420.88,421.23,29933381
24-08-2022 00:00,AMZN,298.13,301.87,296.56,298.21,65415165
09-09-2021 00:00,GOOGL,203.64,206.36,201.65,202.54,40067878
21-07-2021 00:00,MSFT,175.01,176.28,173.42,174.7,57377787
22-03-2021 00:00,AMZN,400.88,401.57,394.41,400.01,
28-06-2024 00:00,AAPL,63.97,64.23,62.41,63.12,33663410
03-04-2023 00:00,GOOGL,216.59,218.35,215.75,217.75,99994484
10-11-2023 00:00,GOOGL,227.07,227.09,226.46,,83654100
08-12-2023 00:00,AAPL,65.26,65.82,65.1,65.1,40098962
12-02-2025 00:00,GOOGL,216.17,218.03,213.95,215.19,37958905
07-03-2023 00:00,MSFT,105.14,105.36,103.6,104.48,50577773
17-05-2021 00:00,GOOGL,196.06,199.98,194.52,196.17,99040842
20-01-2026 00:00,AAPL,38.95,39.73,38.63,38.76,33958359
10-02-2023 00:00,AAPL,55.83,56.32,55.73,56.29,23363577
17-12-2024 00:00,GOOGL,230.81,233.05,230.18,232.12,52544145
29-04-2020 00:00,MSFT,,204.47,203.43,204.11,99154568
02-12-2024 00:00,AAPL,62,62.66,60.8,61.68,41505221
11-07-2023 00:00,MSFT,104.93,104.95,103.55,104.9,91162607
07-02-2019 00:00,TSLA,180.83,,180.06,180.56,82617098
11-05-2023 00:00,AMZN,291.52,296.09,286.09,289.86,43615531
21-05-2025 00:00,TSLA,281.29,283.72,277.01,280.92,
15-09-2020 00:00,TSLA,233.12,235.47,232.02,234.51,76283056
02-10-2023 00:00,TSLA,84.54,85.24,83.61,85.05,62035168
03-03-2023 00:00,TSLA,118.02,118.47,117.9,118.43,89836315
27-09-2021 00:00,MSFT,196.61,196.85,195.04,195.24,72603809
21-08-2024 00:00,MSFT,107.37,108.11,107.35,107.77,32704626
07-11-2022 00:00,GOOGL,206.5,208.48,206.12,206.22,83268617
20-03-2025 00:00,TSLA,206.85,207.89,205.34,206.78,36466953
29-07-2024 00:00,MSFT,102.59,104.94,102.43,104.04,24729718
01-08-2024 00:00,AMZN,329.3,332.76,325.64,329.54,39213057
17-09-2020 00:00,TSLA,244.2,244.66,241.1,243.36,43213575
22-04-2020 00:00,TSLA,218.71,221.56,217.21,220.22,65740006
22-07-2019 00:00,AMZN,123.31,124.72,123.21,124.36,99833246
06-06-2022 00:00,AMZN,295.32,298.64,293.48,295.61,24157916
09-11-2022 00:00,AMZN,334.02,335.09,332.28,334.14,60176161
11-07-2025 00:00,MSFT,122.55,123.1,119.97,121.7,93691536
25-09-2023 00:00,msft,104.11,104.47,103.95,104.43,50343973
08-09-2025 00:00,TSLA,238.34,240.08,236.51,,43202127
17-11-2023 00:00,AAPL,64.77,65.13,63.92,64.25,42540344
18-09-2024 00:00,AMZN,330.95,333.13,329.27,330.7,78126541
14-02-2019 00:00,AAPL,66.22,66.87,65.59,66.12,78809102
02-18-2026,GOOGL,387.77,389.22,386.16,387.09,50280447
04-25-2024,AMZN,297.1,298.47,296.29,297.53,65962566
27-08-2024 00:00,AAPL,74.57,75.84,74.56,74.91,66869978
23-10-2020 00:00,AAPL,44.27,44.62,44.03,44.37,52485406
11-02-2021 00:00,AAPL,36.38,37.25,36.35,36.46,46024424
06-04-2020 00:00,AMZN,268.12,271.06,263.74,267.54,49904564
20-05-2024 00:00,AMZN,317.18,318.93,316,318.6,76547958
13-05-2025 00:00,MSFT,122.79,123.89,122.11,122.98,43303496
30-04-2024 00:00,TSLA,78.34,79.23,77.98,78.49,84287725
29-06-2022 00:00,AAPL,38.7,38.71,38.4,38.66,63654547
08-09-2023 00:00,GOOGL,204.31,207.46,203.14,204.5,25038918
23-08-2019 00:00,amzn,137.47,139.14,135.6,137.81,72610333
12-11-2019 00:00,AMZN,148.18,148.47,148,148.28,83042532
27-04-2020 00:00,MSFT,201.72,203.52,201.26,202.11,58143546
23-05-2025 00:00,AMZN,200.81,201.38,198.15,200.54,24334107
22-09-2020 00:00,GOOGL,177.78,180.56,175.41,179.63,
01-03-2022 00:00,AAPL,,35.97,35.79,35.96,79846005
12-03-2026 00:00,GOOGL,430.15,430.93,426.84,428.67,42884885
17-02-2023 00:00,TSLA,110.39,110.85,109.91,110.84,93447590
04-04-2019 00:00, TSLA ,201.91,203.05,201.71,202.22,81318338
04-04-2022 00:00,TSLA,182.12,182.91,181.13,181.81,26193873
30-04-2026 00:00,AMZN,176.36,177.9,173.6,177.14,97642160
06-10-2023 00:00,AMZN,357.72,361.63,,359.33,50526757
28-06-2019 00:00,MSFT,159.66,161.15,158.98,159.15,70480298
17-09-2020 00:00,GOOGL,180.55,182.53,178.01,178.79,83022135
31-08-2022 00:00,AAPL,46.26,47.24,46.11,46.18,41698162
07-02-2020 00:00,TSLA,206.73,210.54,204,208.04,54053868
21-08-2025 00:00,AMZN,193.22,194.01,190.43,190.95,37294743
04-04-2025 00:00,GOOGL,191.87,195.88,190.24,193.35,68885542
21-05-2025 00:00,MSFT,123.58,124.18,123.34,123.46,24979104
02-11-2022 00:00,GOOGL,201.85,204.59,200.17,203.2,88479903
20-05-2021 00:00,MSFT,177.74,178.89,176.66,,38620147
13-09-2022 00:00,AMZN,286.28,289.08,283.75,286.98,43184998
02-04-2019 00:00,TSLA,,204.8,200.29,202.12,36639997
13-11-2024 00:00,GOOGL,253.95,256.33,252.62,253.28,97647535
10-15-2025,GOOGL,204.26,206.79,201.26,203.35,94121836
14-01-2022 00:00,MSFT,165.3,167.01,164.86,165.69,32496995
21-08-2025 00:00,AAPL,53.85,55.06,53.79,54,95280987
21-11-2024 00:00,AAPL,64.06,64.78,63.58,64.26,32002969
15-03-2024 00:00,AAPL,64.08,64.11,63.18,64.01,36329119
19-11-2019 00:00,MSFT,170.97,171.94,170.49,171.09,55400958
25-03-2020 00:00,MSFT,195.16,197.9,193.81,195.72,73466475
28-11-2019 00:00,TSLA,171.91,173.87,170.35,172.39,80578394
22-04-2025 00:00,MSFT,126.5,126.95,125.97,126.18,47241536
17-02-2021 00:00,AMZN,394.09,396.14,389.01,391.81,78862167
15-07-2022 00:00,AMZN,337.16,337.25,331.7,335.02,65583911
04-05-2021 00:00,AMZN,374.02,378.4,368.75,376.49,39848669
07-11-2023,GOOGL,226.43,227.62,222.56,226.23,81628297
05-08-2025 00:00,AAPL,,57.32,55.88,56.29,41575875
14-08-2023 00:00,AMZN,360.5,362.46,358.25,360.17,94348765
05-09-2025 00:00,MSFT,133.87,134.61,132.03,133.91,55417734
